                               Labor Force Data by County, 2022 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN4837700000000   48     377   Presidio County, TX                               2022         3,108        2,914        194      6.2
CN4837900000000   48     379   Rains County, TX                                  2022         6,538        6,312        226      3.5
CN4838100000000   48     381   Randall County, TX                                2022        75,680       73,487      2,193      2.9
CN4838300000000   48     383   Reagan County, TX                                 2022         1,640        1,581         59      3.6
CN4838500000000   48     385   Real County, TX                                   2022         1,141        1,087         54      4.7
CN4838700000000   48     387   Red River County, TX                              2022         5,211        4,944        267      5.1
CN4838900000000   48     389   Reeves County, TX                                 2022         8,536        8,241        295      3.5
CN4839100000000   48     391   Refugio County, TX                                2022         2,985        2,843        142      4.8
CN4839300000000   48     393   Roberts County, TX                                2022           401          385         16      4.0
CN4839500000000   48     395   Robertson County, TX                              2022         7,982        7,672        310      3.9
CN4839700000000   48     397   Rockwall County, TX                               2022        59,266       57,275      1,991      3.4
CN4839900000000   48     399   Runnels County, TX                                2022         4,680        4,523        157      3.4
CN4840100000000   48     401   Rusk County, TX                                   2022        22,474       21,529        945      4.2
CN4840300000000   48     403   Sabine County, TX                                 2022         3,942        3,660        282      7.2
CN4840500000000   48     405   San Augustine County, TX                          2022         3,111        2,929        182      5.9
CN4840700000000   48     407   San Jacinto County, TX                            2022        12,084       11,490        594      4.9
CN4840900000000   48     409   San Patricio County, TX                           2022        29,300       27,513      1,787      6.1
CN4841100000000   48     411   San Saba County, TX                               2022         2,234        2,154         80      3.6
CN4841300000000   48     413   Schleicher County, TX                             2022         1,233        1,188         45      3.6
CN4841500000000   48     415   Scurry County, TX                                 2022         6,295        6,031        264      4.2
CN4841700000000   48     417   Shackelford County, TX                            2022         1,875        1,824         51      2.7
CN4841900000000   48     419   Shelby County, TX                                 2022        11,060       10,588        472      4.3
CN4842100000000   48     421   Sherman County, TX                                2022         1,388        1,349         39      2.8
CN4842300000000   48     423   Smith County, TX                                  2022       112,585      108,356      4,229      3.8
CN4842500000000   48     425   Somervell County, TX                              2022         4,570        4,393        177      3.9
CN4842700000000   48     427   Starr County, TX                                  2022        24,752       22,023      2,729     11.0
CN4842900000000   48     429   Stephens County, TX                               2022         4,066        3,912        154      3.8
CN4843100000000   48     431   Sterling County, TX                               2022           524          503         21      4.0
CN4843300000000   48     433   Stonewall County, TX                              2022           701          680         21      3.0
CN4843500000000   48     435   Sutton County, TX                                 2022         1,040          981         59      5.7
CN4843700000000   48     437   Swisher County, TX                                2022         2,582        2,476        106      4.1
CN4843900000000   48     439   Tarrant County, TX                                2022     1,139,902    1,098,145     41,757      3.7
CN4844100000000   48     441   Taylor County, TX                                 2022        68,904       66,573      2,331      3.4
CN4844300000000   48     443   Terrell County, TX                                2022           405          390         15      3.7
CN4844500000000   48     445   Terry County, TX                                  2022         4,650        4,454        196      4.2
CN4844700000000   48     447   Throckmorton County, TX                           2022           739          715         24      3.2
CN4844900000000   48     449   Titus County, TX                                  2022        13,764       13,162        602      4.4
CN4845100000000   48     451   Tom Green County, TX                              2022        55,626       53,694      1,932      3.5
CN4845300000000   48     453   Travis County, TX                                 2022       823,554      800,001     23,553      2.9
CN4845500000000   48     455   Trinity County, TX                                2022         5,368        5,083        285      5.3
CN4845700000000   48     457   Tyler County, TX                                  2022         7,181        6,744        437      6.1
CN4845900000000   48     459   Upshur County, TX                                 2022        17,868       17,097        771      4.3
CN4846100000000   48     461   Upton County, TX                                  2022         2,414        2,350         64      2.7
CN4846300000000   48     463   Uvalde County, TX                                 2022        11,264       10,763        501      4.4
CN4846500000000   48     465   Val Verde County, TX                              2022        22,262       21,246      1,016      4.6
CN4846700000000   48     467   Van Zandt County, TX                              2022        27,948       26,966        982      3.5
CN4846900000000   48     469   Victoria County, TX                               2022        41,237       39,485      1,752      4.2
CN4847100000000   48     471   Walker County, TX                                 2022        24,019       22,877      1,142      4.8
CN4847300000000   48     473   Waller County, TX                                 2022        25,472       24,363      1,109      4.4
CN4847500000000   48     475   Ward County, TX                                   2022         6,231        6,001        230      3.7
CN4847700000000   48     477   Washington County, TX                             2022        15,299       14,685        614      4.0
CN4847900000000   48     479   Webb County, TX                                   2022       117,568      112,669      4,899      4.2
CN4848100000000   48     481   Wharton County, TX                                2022        21,466       20,640        826      3.8
CN4848300000000   48     483   Wheeler County, TX                                2022         2,014        1,935         79      3.9
CN4848500000000   48     485   Wichita County, TX                                2022        55,477       53,276      2,201      4.0
CN4848700000000   48     487   Wilbarger County, TX                              2022         4,901        4,662        239      4.9
CN4848900000000   48     489   Willacy County, TX                                2022         7,268        6,669        599      8.2
CN4849100000000   48     491   Williamson County, TX                             2022       365,035      354,210     10,825      3.0
CN4849300000000   48     493   Wilson County, TX                                 2022        25,975       25,116        859      3.3
CN4849500000000   48     495   Winkler County, TX                                2022         3,986        3,827        159      4.0
CN4849700000000   48     497   Wise County, TX                                   2022        34,293       33,059      1,234      3.6
CN4849900000000   48     499   Wood County, TX                                   2022        18,267       17,436        831      4.5
CN4850100000000   48     501   Yoakum County, TX                                 2022         3,296        3,162        134      4.1
CN4850300000000   48     503   Young County, TX                                  2022         8,142        7,861        281      3.5
CN4850500000000   48     505   Zapata County, TX                                 2022         4,590        4,268        322      7.0
CN4850700000000   48     507   Zavala County, TX                                 2022         3,398        3,103        295      8.7
CN4900100000000   49     001   Beaver County, UT                                 2022         2,853        2,773         80      2.8
CN4900300000000   49     003   Box Elder County, UT                              2022        27,627       26,991        636      2.3
CN4900500000000   49     005   Cache County, UT                                  2022        70,880       69,424      1,456      2.1
CN4900700000000   49     007   Carbon County, UT                                 2022         8,432        8,129        303      3.6
CN4900900000000   49     009   Daggett County, UT                                2022           408          389         19      4.7
CN4901100000000   49     011   Davis County, UT                                  2022       184,020      179,956      4,064      2.2
CN4901300000000   49     013   Duchesne County, UT                               2022         8,007        7,744        263      3.3
CN4901500000000   49     015   Emery County, UT                                  2022         4,524        4,373        151      3.3
CN4901700000000   49     017   Garfield County, UT                               2022         2,942        2,765        177      6.0
CN4901900000000   49     019   Grand County, UT                                  2022         6,957        6,727        230      3.3
CN4902100000000   49     021   Iron County, UT                                   2022        27,768       27,074        694      2.5
CN4902300000000   49     023   Juab County, UT                                   2022         6,410        6,281        129      2.0
CN4902500000000   49     025   Kane County, UT                                   2022         4,119        4,014        105      2.5
CN4902700000000   49     027   Millard County, UT                                2022         6,256        6,111        145      2.3
CN4902900000000   49     029   Morgan County, UT                                 2022         5,943        5,822        121      2.0
CN4903100000000   49     031   Piute County, UT                                  2022           511          490         21      4.1
CN4903300000000   49     033   Rich County, UT                                   2022         1,245        1,213         32      2.6
CN4903500000000   49     035   Salt Lake County, UT                              2022       674,723      658,798     15,925      2.4
CN4903700000000   49     037   San Juan County, UT                               2022         5,600        5,350        250      4.5
CN4903900000000   49     039   Sanpete County, UT                                2022        13,525       13,145        380      2.8
CN4904100000000   49     041   Sevier County, UT                                 2022        10,250        9,952        298      2.9
CN4904300000000   49     043   Summit County, UT                                 2022        26,085       25,510        575      2.2
CN4904500000000   49     045   Tooele County, UT                                 2022        38,041       37,053        988      2.6
CN4904700000000   49     047   Uintah County, UT                                 2022        14,110       13,593        517      3.7
CN4904900000000   49     049   Utah County, UT                                   2022       344,947      337,405      7,542      2.2
CN4905100000000   49     051   Wasatch County, UT                                2022        17,724       17,303        421      2.4
CN4905300000000   49     053   Washington County, UT                             2022        87,255       85,015      2,240      2.6
CN4905500000000   49     055   Wayne County, UT                                  2022         1,531        1,463         68      4.4
CN4905700000000   49     057   Weber County, UT                                  2022       135,048      131,650      3,398      2.5
CN5000100000000   50     001   Addison County, VT                                2022        20,956       20,507        449      2.1
CN5000300000000   50     003   Bennington County, VT                             2022        17,761       17,260        501      2.8
CN5000500000000   50     005   Caledonia County, VT                              2022        14,705       14,301        404      2.7
CN5000700000000   50     007   Chittenden County, VT                             2022        97,567       95,805      1,762      1.8
CN5000900000000   50     009   Essex County, VT                                  2022         2,694        2,600         94      3.5
CN5001100000000   50     011   Franklin County, VT                               2022        27,786       27,139        647      2.3
CN5001300000000   50     013   Grand Isle County, VT                             2022         4,140        4,019        121      2.9
CN5001500000000   50     015   Lamoille County, VT                               2022        14,147       13,725        422      3.0
CN5001700000000   50     017   Orange County, VT                                 2022        15,826       15,464        362      2.3
CN5001900000000   50     019   Orleans County, VT                                2022        13,370       12,843        527      3.9
CN5002100000000   50     021   Rutland County, VT                                2022        29,951       29,087        864      2.9
CN5002300000000   50     023   Washington County, VT                             2022        34,105       33,373        732      2.1
CN5002500000000   50     025   Windham County, VT                                2022        21,236       20,694        542      2.6
CN5002700000000   50     027   Windsor County, VT                                2022        29,307       28,731        576      2.0
CN5100100000000   51     001   Accomack County, VA                               2022        15,584       15,086        498      3.2
CN5100300000000   51     003   Albemarle County, VA                              2022        58,034       56,548      1,486      2.6
CN5100500000000   51     005   Alleghany County, VA                              2022         6,596        6,385        211      3.2
CN5100700000000   51     007   Amelia County, VA                                 2022         6,282        6,100        182      2.9
CN5100900000000   51     009   Amherst County, VA                                2022        14,759       14,317        442      3.0
CN5101100000000   51     011   Appomattox County, VA                             2022         7,105        6,886        219      3.1
CN5101300000000   51     013   Arlington County, VA                              2022       156,767      153,622      3,145      2.0
CN5101500000000   51     015   Augusta County, VA                                2022        38,307       37,354        953      2.5
CN5101700000000   51     017   Bath County, VA                                   2022         2,418        2,360         58      2.4
CN5101900000000   51     019   Bedford County, VA                                2022        38,331       37,264      1,067      2.8
CN5102100000000   51     021   Bland County, VA                                  2022         2,774        2,696         78      2.8
CN5102300000000   51     023   Botetourt County, VA                              2022        17,646       17,214        432      2.4
CN5102500000000   51     025   Brunswick County, VA                              2022         5,840        5,580        260      4.5
CN5102700000000   51     027   Buchanan County, VA                               2022         6,305        6,016        289      4.6
CN5102900000000   51     029   Buckingham County, VA                             2022         6,436        6,189        247      3.8
CN5103100000000   51     031   Campbell County, VA                               2022        25,701       24,923        778      3.0
CN5103300000000   51     033   Caroline County, VA                               2022        15,355       14,872        483      3.1
CN5103500000000   51     035   Carroll County, VA                                2022        12,841       12,399        442      3.4
CN5103600000000   51     036   Charles City County, VA                           2022         3,596        3,489        107      3.0
CN5103700000000   51     037   Charlotte County, VA                              2022         5,432        5,271        161      3.0
CN5104100000000   51     041   Chesterfield County, VA                           2022       193,562      188,326      5,236      2.7
CN5104300000000   51     043   Clarke County, VA                                 2022         7,670        7,481        189      2.5
CN5104500000000   51     045   Craig County, VA                                  2022         2,310        2,242         68      2.9
CN5104700000000   51     047   Culpeper County, VA                               2022        25,528       24,839        689      2.7
CN5104900000000   51     049   Cumberland County, VA                             2022         4,719        4,562        157      3.3
CN5105100000000   51     051   Dickenson County, VA                              2022         4,514        4,324        190      4.2
CN5105300000000   51     053   Dinwiddie County, VA                              2022        13,785       13,350        435      3.2
CN5105700000000   51     057   Essex County, VA                                  2022         5,484        5,300        184      3.4
CN5105900000000   51     059   Fairfax County, VA                                2022       638,265      623,085     15,180      2.4
CN5106100000000   51     061   Fauquier County, VA                               2022        37,720       36,790        930      2.5
CN5106300000000   51     063   Floyd County, VA                                  2022         8,460        8,256        204      2.4
CN5106500000000   51     065   Fluvanna County, VA                               2022        14,205       13,853        352      2.5
CN5106700000000   51     067   Franklin County, VA                               2022        26,456       25,703        753      2.8
CN5106900000000   51     069   Frederick County, VA                              2022        51,432       50,228      1,204      2.3
CN5107100000000   51     071   Giles County, VA                                  2022         8,098        7,853        245      3.0
CN5107300000000   51     073   Gloucester County, VA                             2022        19,529       19,018        511      2.6
CN5107500000000   51     075   Goochland County, VA                              2022        11,830       11,518        312      2.6
CN5107700000000   51     077   Grayson County, VA                                2022         7,974        7,769        205      2.6
CN5107900000000   51     079   Greene County, VA                                 2022        10,635       10,388        247      2.3
CN5108100000000   51     081   Greensville County, VA                            2022         4,310        4,152        158      3.7
CN5108300000000   51     083   Halifax County, VA                                2022        15,390       14,812        578      3.8
CN5108500000000   51     085   Hanover County, VA                                2022        60,044       58,623      1,421      2.4
CN5108700000000   51     087   Henrico County, VA                                2022       185,309      180,233      5,076      2.7
CN5108900000000   51     089   Henry County, VA                                  2022        23,859       23,072        787      3.3
CN5109100000000   51     091   Highland County, VA                               2022         1,359        1,328         31      2.3
CN5109300000000   51     093   Isle of Wight County, VA                          2022        19,714       19,179        535      2.7
CN5109500000000   51     095   James City County, VA                             2022        37,027       35,991      1,036      2.8
CN5109700000000   51     097   King and Queen County, VA                         2022         3,896        3,796        100      2.6
CN5109900000000   51     099   King George County, VA                            2022        14,453       14,093        360      2.5
CN5110100000000   51     101   King William County, VA                           2022         9,568        9,321        247      2.6
CN5110300000000   51     103   Lancaster County, VA                              2022         5,387        5,199        188      3.5
CN5110500000000   51     105   Lee County, VA                                    2022         8,194        7,893        301      3.7
CN5110700000000   51     107   Loudoun County, VA                                2022       232,059      226,714      5,345      2.3
CN5110900000000   51     109   Louisa County, VA                                 2022        20,764       20,218        546      2.6
CN5111100000000   51     111   Lunenburg County, VA                              2022         5,167        4,994        173      3.3
CN5111300000000   51     113   Madison County, VA                                2022         7,548        7,386        162      2.1
CN5111500000000   51     115   Mathews County, VA                                2022         4,096        3,982        114      2.8
CN5111700000000   51     117   Mecklenburg County, VA                            2022        12,966       12,516        450      3.5
CN5111900000000   51     119   Middlesex County, VA                              2022         5,250        5,107        143      2.7
CN5112100000000   51     121   Montgomery County, VA                             2022        51,821       50,440      1,381      2.7
CN5112500000000   51     125   Nelson County, VA                                 2022         7,376        7,178        198      2.7
CN5112700000000   51     127   New Kent County, VA                               2022        13,231       12,924        307      2.3
CN5113100000000   51     131   Northampton County, VA                            2022         5,501        5,315        186      3.4
CN5113300000000   51     133   Northumberland County, VA                         2022         5,457        5,244        213      3.9
CN5113500000000   51     135   Nottoway County, VA                               2022         7,226        7,014        212      2.9
CN5113700000000   51     137   Orange County, VA                                 2022        17,426       16,922        504      2.9
CN5113900000000   51     139   Page County, VA                                   2022        12,142       11,743        399      3.3
CN5114100000000   51     141   Patrick County, VA                                2022         7,163        6,914        249      3.5
CN5114300000000   51     143   Pittsylvania County, VA                           2022        30,156       29,238        918      3.0
CN5114500000000   51     145   Powhatan County, VA                               2022        14,669       14,306        363      2.5
CN5114700000000   51     147   Prince Edward County, VA                          2022         9,941        9,562        379      3.8
CN5114900000000   51     149   Prince George County, VA                          2022        15,388       14,878        510      3.3
CN5115300000000   51     153   Prince William County, VA                         2022       250,685      244,068      6,617      2.6
CN5115500000000   51     155   Pulaski County, VA                                2022        16,602       16,104        498      3.0
CN5115700000000   51     157   Rappahannock County, VA                           2022         3,710        3,619         91      2.5
CN5115900000000   51     159   Richmond County, VA                               2022         3,960        3,848        112      2.8
CN5116100000000   51     161   Roanoke County, VA                                2022        49,776       48,544      1,232      2.5
CN5116300000000   51     163   Rockbridge County, VA                             2022        10,755       10,456        299      2.8
CN5116500000000   51     165   Rockingham County, VA                             2022        42,907       41,846      1,061      2.5
CN5116700000000   51     167   Russell County, VA                                2022        11,006       10,629        377      3.4
CN5116900000000   51     169   Scott County, VA                                  2022         9,184        8,899        285      3.1
CN5117100000000   51     171   Shenandoah County, VA                             2022        22,145       21,546        599      2.7
CN5117300000000   51     173   Smyth County, VA                                  2022        13,571       13,157        414      3.1
CN5117500000000   51     175   Southampton County, VA                            2022         9,036        8,795        241      2.7
CN5117700000000   51     177   Spotsylvania County, VA                           2022        69,356       67,378      1,978      2.9
CN5117900000000   51     179   Stafford County, VA                               2022        75,585       73,485      2,100      2.8
CN5118100000000   51     181   Surry County, VA                                  2022         3,649        3,546        103      2.8
CN5118300000000   51     183   Sussex County, VA                                 2022         3,689        3,536        153      4.1
CN5118500000000   51     185   Tazewell County, VA                               2022        15,403       14,775        628      4.1
CN5118700000000   51     187   Warren County, VA                                 2022        20,735       20,160        575      2.8
CN5119100000000   51     191   Washington County, VA                             2022        26,319       25,577        742      2.8
CN5119300000000   51     193   Westmoreland County, VA                           2022         9,543        9,252        291      3.0
CN5119500000000   51     195   Wise County, VA                                   2022        12,830       12,320        510      4.0
CN5119700000000   51     197   Wythe County, VA                                  2022        14,083       13,669        414      2.9
CN5119900000000   51     199   York County, VA                                   2022        33,232       32,344        888      2.7
CN5151000000000   51     510   Alexandria city, VA                               2022       100,719       98,425      2,294      2.3
CN5152000000000   51     520   Bristol city, VA                                  2022         7,555        7,307        248      3.3
CN5153000000000   51     530   Buena Vista city, VA                              2022         3,220        3,129         91      2.8
CN5154000000000   51     540   Charlottesville city, VA                          2022        25,706       25,058        648      2.5
CN5155000000000   51     550   Chesapeake city, VA                               2022       124,115      120,590      3,525      2.8
CN5157000000000   51     570   Colonial Heights city, VA                         2022         8,532        8,264        268      3.1
CN5158000000000   51     580   Covington city, VA                                2022         2,285        2,193         92      4.0
CN5159000000000   51     590   Danville city, VA                                 2022        18,699       17,861        838      4.5
CN5159500000000   51     595   Emporia city, VA                                  2022         2,323        2,216        107      4.6
CN5160000000000   51     600   Fairfax city, VA                                  2022        12,903       12,598        305      2.4
CN5161000000000   51     610   Falls Church city, VA                             2022         8,555        8,374        181      2.1
CN5162000000000   51     620   Franklin city, VA                                 2022         3,476        3,342        134      3.9
CN5163000000000   51     630   Fredericksburg city, VA                           2022        14,352       13,889        463      3.2
CN5164000000000   51     640   Galax city, VA                                    2022         2,844        2,758         86      3.0
CN5165000000000   51     650   Hampton city, VA                                  2022        64,499       62,099      2,400      3.7
CN5166000000000   51     660   Harrisonburg city, VA                             2022        24,906       24,078        828      3.3
CN5167000000000   51     670   Hopewell city, VA                                 2022         9,635        9,218        417      4.3
CN5167800000000   51     678   Lexington city, VA                                2022         2,213        2,124         89      4.0
CN5168000000000   51     680   Lynchburg city, VA                                2022        35,533       34,185      1,348      3.8
CN5168300000000   51     683   Manassas city, VA                                 2022        21,729       21,178        551      2.5
CN5168500000000   51     685   Manassas Park city, VA                            2022         9,791        9,550        241      2.5
CN5169000000000   51     690   Martinsville city, VA                             2022         5,571        5,321        250      4.5
CN5170000000000   51     700   Newport News city, VA                             2022        88,557       85,433      3,124      3.5
CN5171000000000   51     710   Norfolk city, VA                                  2022       110,326      106,566      3,760      3.4
CN5172000000000   51     720   Norton city, VA                                   2022         1,601        1,542         59      3.7
CN5173000000000   51     730   Petersburg city, VA                               2022        12,608       11,917        691      5.5
CN5173500000000   51     735   Poquoson city, VA                                 2022         6,378        6,227        151      2.4
CN5174000000000   51     740   Portsmouth city, VA                               2022        44,161       42,505      1,656      3.7
CN5175000000000   51     750   Radford city, VA                                  2022         8,960        8,654        306      3.4
CN5176000000000   51     760   Richmond city, VA                                 2022       120,698      116,730      3,968      3.3
CN5177000000000   51     770   Roanoke city, VA                                  2022        48,968       47,459      1,509      3.1
CN5177500000000   51     775   Salem city, VA                                    2022        12,881       12,518        363      2.8
CN5179000000000   51     790   Staunton city, VA                                 2022        12,456       12,129        327      2.6
CN5180000000000   51     800   Suffolk city, VA                                  2022        45,674       44,299      1,375      3.0
CN5181000000000   51     810   Virginia Beach city, VA                           2022       232,244      225,983      6,261      2.7
CN5182000000000   51     820   Waynesboro city, VA                               2022        10,829       10,515        314      2.9
CN5183000000000   51     830   Williamsburg city, VA                             2022         6,817        6,552        265      3.9
CN5184000000000   51     840   Winchester city, VA                               2022        15,080       14,684        396      2.6
CN5300100000000   53     001   Adams County, WA                                  2022         9,816        9,335        481      4.9
CN5300300000000   53     003   Asotin County, WA                                 2022        10,559       10,165        394      3.7
CN5300500000000   53     005   Benton County, WA                                 2022       105,674      100,627      5,047      4.8
CN5300700000000   53     007   Chelan County, WA                                 2022        44,353       42,316      2,037      4.6
CN5300900000000   53     009   Clallam County, WA                                2022        28,911       27,267      1,644      5.7
CN5301100000000   53     011   Clark County, WA                                  2022       246,694      235,641     11,053      4.5
CN5301300000000   53     013   Columbia County, WA                               2022         1,738        1,647         91      5.2
CN5301500000000   53     015   Cowlitz County, WA                                2022        48,420       45,801      2,619      5.4
CN5301700000000   53     017   Douglas County, WA                                2022        21,681       20,583      1,098      5.1
CN5301900000000   53     019   Ferry County, WA                                  2022         2,289        2,083        206      9.0
CN5302100000000   53     021   Franklin County, WA                               2022        43,925       41,354      2,571      5.9
CN5302300000000   53     023   Garfield County, WA                               2022           796          743         53      6.7
CN5302500000000   53     025   Grant County, WA                                  2022        48,734       45,944      2,790      5.7
CN5302700000000   53     027   Grays Harbor County, WA                           2022        28,799       26,954      1,845      6.4
CN5302900000000   53     029   Island County, WA                                 2022        36,599       34,884      1,715      4.7
CN5303100000000   53     031   Jefferson County, WA                              2022        12,616       11,953        663      5.3
CN5303300000000   53     033   King County, WA                                   2022     1,318,942    1,279,356     39,586      3.0
CN5303500000000   53     035   Kitsap County, WA                                 2022       127,917      122,423      5,494      4.3
CN5303700000000   53     037   Kittitas County, WA                               2022        22,421       21,182      1,239      5.5
CN5303900000000   53     039   Klickitat County, WA                              2022         9,760        9,221        539      5.5
CN5304100000000   53     041   Lewis County, WA                                  2022        34,539       32,560      1,979      5.7
CN5304300000000   53     043   Lincoln County, WA                                2022         4,608        4,373        235      5.1
CN5304500000000   53     045   Mason County, WA                                  2022        25,347       23,836      1,511      6.0
CN5304700000000   53     047   Okanogan County, WA                               2022        19,542       18,356      1,186      6.1
CN5304900000000   53     049   Pacific County, WA                                2022         8,549        7,986        563      6.6
CN5305100000000   53     051   Pend Oreille County, WA                           2022         5,121        4,785        336      6.6
CN5305300000000   53     053   Pierce County, WA                                 2022       450,279      428,275     22,004      4.9
CN5305500000000   53     055   San Juan County, WA                               2022         8,649        8,321        328      3.8
CN5305700000000   53     057   Skagit County, WA                                 2022        61,005       57,932      3,073      5.0
CN5305900000000   53     059   Skamania County, WA                               2022         5,514        5,236        278      5.0
CN5306100000000   53     061   Snohomish County, WA                              2022       449,536      434,437     15,099      3.4
CN5306300000000   53     063   Spokane County, WA                                2022       261,261      249,353     11,908      4.6
CN5306500000000   53     065   Stevens County, WA                                2022        19,061       17,843      1,218      6.4
CN5306700000000   53     067   Thurston County, WA                               2022       147,067      140,545      6,522      4.4
CN5306900000000   53     069   Wahkiakum County, WA                              2022         1,349        1,261         88      6.5
CN5307100000000   53     071   Walla Walla County, WA                            2022        30,056       28,721      1,335      4.4
CN5307300000000   53     073   Whatcom County, WA                                2022       114,083      108,778      5,305      4.7
CN5307500000000   53     075   Whitman County, WA                                2022        23,127       22,105      1,022      4.4
CN5307700000000   53     077   Yakima County, WA                                 2022       130,634      122,667      7,967      6.1
CN5400100000000   54     001   Barbour County, WV                                2022         7,172        6,852        320      4.5
CN5400300000000   54     003   Berkeley County, WV                               2022        58,992       57,259      1,733      2.9
CN5400500000000   54     005   Boone County, WV                                  2022         7,164        6,846        318      4.4
CN5400700000000   54     007   Braxton County, WV                                2022         5,076        4,771        305      6.0
CN5400900000000   54     009   Brooke County, WV                                 2022         9,679        9,233        446      4.6
CN5401100000000   54     011   Cabell County, WV                                 2022        40,923       39,463      1,460      3.6
CN5401300000000   54     013   Calhoun County, WV                                2022         2,461        2,261        200      8.1
CN5401500000000   54     015   Clay County, WV                                   2022         3,001        2,826        175      5.8
CN5401700000000   54     017   Doddridge County, WV                              2022         3,733        3,616        117      3.1
CN5401900000000   54     019   Fayette County, WV                                2022        15,638       14,909        729      4.7
CN5402100000000   54     021   Gilmer County, WV                                 2022         2,283        2,162        121      5.3
CN5402300000000   54     023   Grant County, WV                                  2022         5,906        5,687        219      3.7
CN5402500000000   54     025   Greenbrier County, WV                             2022        15,300       14,719        581      3.8
CN5402700000000   54     027   Hampshire County, WV                              2022        11,016       10,722        294      2.7
CN5402900000000   54     029   Hancock County, WV                                2022        12,771       12,137        634      5.0
CN5403100000000   54     031   Hardy County, WV                                  2022         5,637        5,408        229      4.1
CN5403300000000   54     033   Harrison County, WV                               2022        33,654       32,447      1,207      3.6
CN5403500000000   54     035   Jackson County, WV                                2022        11,875       11,372        503      4.2
CN5403700000000   54     037   Jefferson County, WV                              2022        30,400       29,641        759      2.5
CN5403900000000   54     039   Kanawha County, WV                                2022        80,845       77,870      2,975      3.7
CN5404100000000   54     041   Lewis County, WV                                  2022         6,155        5,860        295      4.8
CN5404300000000   54     043   Lincoln County, WV                                2022         6,964        6,612        352      5.1
CN5404500000000   54     045   Logan County, WV                                  2022        11,065       10,588        477      4.3
CN5404700000000   54     047   McDowell County, WV                               2022         4,015        3,758        257      6.4
CN5404900000000   54     049   Marion County, WV                                 2022        24,962       23,873      1,089      4.4
CN5405100000000   54     051   Marshall County, WV                               2022        12,972       12,323        649      5.0
CN5405300000000   54     053   Mason County, WV                                  2022        10,085        9,641        444      4.4
CN5405500000000   54     055   Mercer County, WV                                 2022        20,334       19,424        910      4.5
CN5405700000000   54     057   Mineral County, WV                                2022        12,326       11,858        468      3.8
CN5405900000000   54     059   Mingo County, WV                                  2022         6,429        6,075        354      5.5
CN5406100000000   54     061   Monongalia County, WV                             2022        55,032       53,152      1,880      3.4
CN5406300000000   54     063   Monroe County, WV                                 2022         6,086        5,878        208      3.4
CN5406500000000   54     065   Morgan County, WV                                 2022         8,441        8,202        239      2.8
CN5406700000000   54     067   Nicholas County, WV                               2022         8,914        8,501        413      4.6
CN5406900000000   54     069   Ohio County, WV                                   2022        19,757       18,970        787      4.0
CN5407100000000   54     071   Pendleton County, WV                              2022         3,740        3,643         97      2.6
CN5407300000000   54     073   Pleasants County, WV                              2022         2,660        2,518        142      5.3
CN5407500000000   54     075   Pocahontas County, WV                             2022         3,874        3,716        158      4.1
CN5407700000000   54     077   Preston County, WV                                2022        15,440       14,817        623      4.0
CN5407900000000   54     079   Putnam County, WV                                 2022        26,630       25,745        885      3.3
CN5408100000000   54     081   Raleigh County, WV                                2022        29,446       28,363      1,083      3.7
CN5408300000000   54     083   Randolph County, WV                               2022        11,679       11,133        546      4.7
CN5408500000000   54     085   Ritchie County, WV                                2022         4,278        4,103        175      4.1
CN5408700000000   54     087   Roane County, WV                                  2022         5,026        4,713        313      6.2
CN5408900000000   54     089   Summers County, WV                                2022         4,582        4,412        170      3.7
CN5409100000000   54     091   Taylor County, WV                                 2022         7,837        7,536        301      3.8
CN5409300000000   54     093   Tucker County, WV                                 2022         3,542        3,409        133      3.8
CN5409500000000   54     095   Tyler County, WV                                  2022         2,960        2,788        172      5.8
CN5409700000000   54     097   Upshur County, WV                                 2022         9,662        9,201        461      4.8
CN5409900000000   54     099   Wayne County, WV                                  2022        15,376       14,762        614      4.0
CN5410100000000   54     101   Webster County, WV                                2022         3,212        3,070        142      4.4
CN5410300000000   54     103   Wetzel County, WV                                 2022         6,393        6,036        357      5.6
CN5410500000000   54     105   Wirt County, WV                                   2022         2,227        2,096        131      5.9
CN5410700000000   54     107   Wood County, WV                                   2022        35,981       34,500      1,481      4.1
CN5410900000000   54     109   Wyoming County, WV                                2022         7,101        6,794        307      4.3
